country,continent,income_level,counterpart_area
Jamaica,America,Upper middle income,South Korea
Jamaica,America,Upper middle income,Spain
Jamaica,America,Upper middle income,Sweden
Jamaica,America,Upper middle income,Trinidad and Tobago
Jamaica,America,Upper middle income,UN Development Programme
Jamaica,America,Upper middle income,UN Population Fund
Jamaica,America,Upper middle income,UNICEF
Jamaica,America,Upper middle income,United Kingdom
Jamaica,America,Upper middle income,United States
Jamaica,America,Upper middle income,Venezuela
Jamaica,America,Upper middle income,WB International Bank for Reconstruction and Development
Jordan,Asia,Upper middle income,Arab Fund for Economic & Social Development
Jordan,Asia,Upper middle income,Arab Monetary Fund
Jordan,Asia,Upper middle income,Australia
Jordan,Asia,Upper middle income,Austria
Jordan,Asia,Upper middle income,Bahrain
Jordan,Asia,Upper middle income,Belgium
Jordan,Asia,Upper middle income,Bondholders
Jordan,Asia,Upper middle income,Canada
Jordan,Asia,Upper middle income,China
Jordan,Asia,Upper middle income,Czechia
Jordan,Asia,Upper middle income,Denmark
Jordan,Asia,Upper middle income,EU Institutions
Jordan,Asia,Upper middle income,European Development Fund
Jordan,Asia,Upper middle income,European Investment Bank
Jordan,Asia,Upper middle income,France
Jordan,Asia,Upper middle income,Germany
Jordan,Asia,Upper middle income,Global Environment Facility
Jordan,Asia,Upper middle income,Greece
Jordan,Asia,Upper middle income,International Fund for Agricultural Development
Jordan,Asia,Upper middle income,Islamic Development Bank
Jordan,Asia,Upper middle income,Italy
Jordan,Asia,Upper middle income,Japan
Jordan,Asia,Upper middle income,Montreal Protocol Fund
Jordan,Asia,Upper middle income,Multiple Lenders
Jordan,Asia,Upper middle income,Netherlands
Jordan,Asia,Upper middle income,Norway
Jordan,Asia,Upper middle income,OPEC Fund for International Development
Jordan,Asia,Upper middle income,Poland
Jordan,Asia,Upper middle income,South Korea
Jordan,Asia,Upper middle income,Spain
Jordan,Asia,Upper middle income,Sweden
Jordan,Asia,Upper middle income,Switzerland
Jordan,Asia,Upper middle income,Türkiye
Jordan,Asia,Upper middle income,UN Development Programme
Jordan,Asia,Upper middle income,UN High Commissioner for Refugees
Jordan,Asia,Upper middle income,UN Population Fund
Jordan,Asia,Upper middle income,UN Relief and Works Agency
Jordan,Asia,Upper middle income,UN World Food Programme
Jordan,Asia,Upper middle income,UNICEF
Jordan,Asia,Upper middle income,United Arab Emirates
Jordan,Asia,Upper middle income,United Kingdom
Jordan,Asia,Upper middle income,United States
Jordan,Asia,Upper middle income,WB International Bank for Reconstruction and Development
Jordan,Asia,Upper middle income,WB International Development Association
Kazakhstan,Asia,Upper middle income,Asian Development Bank
Kazakhstan,Asia,Upper middle income,Australia
Kazakhstan,Asia,Upper middle income,Austria
Kazakhstan,Asia,Upper middle income,Bondholders
Kazakhstan,Asia,Upper middle income,Canada
Kazakhstan,Asia,Upper middle income,Czechia
Kazakhstan,Asia,Upper middle income,Denmark
Kazakhstan,Asia,Upper middle income,EU Institutions
Kazakhstan,Asia,Upper middle income,European Bank for Reconstruction and Development
Kazakhstan,Asia,Upper middle income,European Investment Bank
Kazakhstan,Asia,Upper middle income,Finland
Kazakhstan,Asia,Upper middle income,France
Kazakhstan,Asia,Upper middle income,Germany
Kazakhstan,Asia,Upper middle income,Greece
Kazakhstan,Asia,Upper middle income,Ireland
Kazakhstan,Asia,Upper middle income,Islamic Development Bank
Kazakhstan,Asia,Upper middle income,Israel
Kazakhstan,Asia,Upper middle income,Italy
Kazakhstan,Asia,Upper middle income,Japan
Kazakhstan,Asia,Upper middle income,Luxembourg
Kazakhstan,Asia,Upper middle income,Netherlands
Kazakhstan,Asia,Upper middle income,Norway
Kazakhstan,Asia,Upper middle income,Pakistan
Kazakhstan,Asia,Upper middle income,Poland
Kazakhstan,Asia,Upper middle income,South Korea
Kazakhstan,Asia,Upper middle income,Spain
Kazakhstan,Asia,Upper middle income,Sweden
Kazakhstan,Asia,Upper middle income,Switzerland
Kazakhstan,Asia,Upper middle income,Türkiye
Kazakhstan,Asia,Upper middle income,UN Development Programme
Kazakhstan,Asia,Upper middle income,UN High Commissioner for Refugees
Kazakhstan,Asia,Upper middle income,UN Population Fund
Kazakhstan,Asia,Upper middle income,UNICEF
Kazakhstan,Asia,Upper middle income,United Arab Emirates
Kazakhstan,Asia,Upper middle income,United Kingdom
Kazakhstan,Asia,Upper middle income,United States
Kazakhstan,Asia,Upper middle income,WB International Bank for Reconstruction and Development
Kenya,Africa,Lower middle income,African Development Bank
Kenya,Africa,Lower middle income,African Development Fund
Kenya,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Kenya,Africa,Lower middle income,Australia
Kenya,Africa,Lower middle income,Austria
Kenya,Africa,Lower middle income,Belgium
Kenya,Africa,Lower middle income,Canada
Kenya,Africa,Lower middle income,China
Kenya,Africa,Lower middle income,Denmark
Kenya,Africa,Lower middle income,EU Institutions
Kenya,Africa,Lower middle income,European Development Fund
Kenya,Africa,Lower middle income,European Economic Community
Kenya,Africa,Lower middle income,European Investment Bank
Kenya,Africa,Lower middle income,Finland
Kenya,Africa,Lower middle income,France
Kenya,Africa,Lower middle income,Germany
Kenya,Africa,Lower middle income,Global Environment Facility
Kenya,Africa,Lower middle income,Greece
Kenya,Africa,Lower middle income,India
Kenya,Africa,Lower middle income,International Fund for Agricultural Development
Kenya,Africa,Lower middle income,Ireland
Kenya,Africa,Lower middle income,Israel
Kenya,Africa,Lower middle income,Italy
Kenya,Africa,Lower middle income,Japan
Kenya,Africa,Lower middle income,Kuwait
Kenya,Africa,Lower middle income,Netherlands
Kenya,Africa,Lower middle income,New Zealand
Kenya,Africa,Lower middle income,Norway
Kenya,Africa,Lower middle income,OPEC Fund for International Development
Kenya,Africa,Lower middle income,Poland
Kenya,Africa,Lower middle income,Saudi Arabia
Kenya,Africa,Lower middle income,South Korea
Kenya,Africa,Lower middle income,Spain
Kenya,Africa,Lower middle income,Sweden
Kenya,Africa,Lower middle income,Switzerland
Kenya,Africa,Lower middle income,UN Development Programme
Kenya,Africa,Lower middle income,UN High Commissioner for Refugees
Kenya,Africa,Lower middle income,UN Population Fund
Kenya,Africa,Lower middle income,UN World Food Programme
Kenya,Africa,Lower middle income,UNICEF
Kenya,Africa,Lower middle income,United Arab Emirates
Kenya,Africa,Lower middle income,United Kingdom
Kenya,Africa,Lower middle income,United States
Kenya,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Kenya,Africa,Lower middle income,WB International Development Association
Kiribati,Oceania,Lower middle income,Australia
Kiribati,Oceania,Lower middle income,EU Institutions
Kiribati,Oceania,Lower middle income,France
Kiribati,Oceania,Lower middle income,Germany
Kiribati,Oceania,Lower middle income,Global Environment Facility
Kiribati,Oceania,Lower middle income,Israel
Kiribati,Oceania,Lower middle income,Japan
Kiribati,Oceania,Lower middle income,Netherlands
Kiribati,Oceania,Lower middle income,New Zealand
Kiribati,Oceania,Lower middle income,UN Development Programme
Kiribati,Oceania,Lower middle income,UN Population Fund
Kiribati,Oceania,Lower middle income,United States
Kuwait,Asia,High income,Austria
Kuwait,Asia,High income,Belgium
Kuwait,Asia,High income,Finland
Kuwait,Asia,High income,France
Kuwait,Asia,High income,Germany
Kuwait,Asia,High income,Japan
Kuwait,Asia,High income,UN High Commissioner for Refugees
Kuwait,Asia,High income,United Arab Emirates
Kyrgyz Republic,Asia,Lower middle income,Asian Development Bank
Kyrgyz Republic,Asia,Lower middle income,Australia
Kyrgyz Republic,Asia,Lower middle income,Austria
Kyrgyz Republic,Asia,Lower middle income,Belgium
Kyrgyz Republic,Asia,Lower middle income,Canada
Kyrgyz Republic,Asia,Lower middle income,China
Kyrgyz Republic,Asia,Lower middle income,Denmark
Kyrgyz Republic,Asia,Lower middle income,EU Institutions
Kyrgyz Republic,Asia,Lower middle income,European Bank for Reconstruction and Development
Kyrgyz Republic,Asia,Lower middle income,Finland
Kyrgyz Republic,Asia,Lower middle income,France
Kyrgyz Republic,Asia,Lower middle income,Germany
Kyrgyz Republic,Asia,Lower middle income,India
Kyrgyz Republic,Asia,Lower middle income,International Fund for Agricultural Development
Kyrgyz Republic,Asia,Lower middle income,Islamic Development Bank
Kyrgyz Republic,Asia,Lower middle income,Israel
Kyrgyz Republic,Asia,Lower middle income,Japan
Kyrgyz Republic,Asia,Lower middle income,Kuwait
Kyrgyz Republic,Asia,Lower middle income,Netherlands
Kyrgyz Republic,Asia,Lower middle income,New Zealand
Kyrgyz Republic,Asia,Lower middle income,Nordic Development Fund
Kyrgyz Republic,Asia,Lower middle income,Norway
Kyrgyz Republic,Asia,Lower middle income,OPEC Fund for International Development
Kyrgyz Republic,Asia,Lower middle income,Pakistan
Kyrgyz Republic,Asia,Lower middle income,Poland
Kyrgyz Republic,Asia,Lower middle income,Russia
Kyrgyz Republic,Asia,Lower middle income,South Korea
Kyrgyz Republic,Asia,Lower middle income,Spain
Kyrgyz Republic,Asia,Lower middle income,Sweden
Kyrgyz Republic,Asia,Lower middle income,Switzerland
Kyrgyz Republic,Asia,Lower middle income,Türkiye
Kyrgyz Republic,Asia,Lower middle income,UN Development Programme
Kyrgyz Republic,Asia,Lower middle income,UN High Commissioner for Refugees
Kyrgyz Republic,Asia,Lower middle income,UN Population Fund
Kyrgyz Republic,Asia,Lower middle income,UNICEF
Kyrgyz Republic,Asia,Lower middle income,United Kingdom
Kyrgyz Republic,Asia,Lower middle income,United States
Kyrgyz Republic,Asia,Lower middle income,Uzbekistan
Kyrgyz Republic,Asia,Lower middle income,WB International Development Association
Laos,Asia,Lower middle income,Asian Development Bank
Laos,Asia,Lower middle income,Australia
Laos,Asia,Lower middle income,Austria
Laos,Asia,Lower middle income,Belgium
Laos,Asia,Lower middle income,Canada
Laos,Asia,Lower middle income,Denmark
Laos,Asia,Lower middle income,EU Institutions
Laos,Asia,Lower middle income,European Economic Community
Laos,Asia,Lower middle income,Finland
Laos,Asia,Lower middle income,France
Laos,Asia,Lower middle income,Germany
Laos,Asia,Lower middle income,Global Environment Facility
Laos,Asia,Lower middle income,Hungary
Laos,Asia,Lower middle income,International Fund for Agricultural Development
Laos,Asia,Lower middle income,Ireland
Laos,Asia,Lower middle income,Israel
Laos,Asia,Lower middle income,Italy
Laos,Asia,Lower middle income,Japan
Laos,Asia,Lower middle income,Luxembourg
Laos,Asia,Lower middle income,Netherlands
Laos,Asia,Lower middle income,New Zealand
Laos,Asia,Lower middle income,Nordic Development Fund
Laos,Asia,Lower middle income,Norway
Laos,Asia,Lower middle income,OPEC Fund for International Development
Laos,Asia,Lower middle income,Poland
Laos,Asia,Lower middle income,Russia
Laos,Asia,Lower middle income,South Korea
Laos,Asia,Lower middle income,Sweden
Laos,Asia,Lower middle income,Switzerland
Laos,Asia,Lower middle income,UN Development Programme
Laos,Asia,Lower middle income,UN High Commissioner for Refugees
Laos,Asia,Lower middle income,UN Population Fund
Laos,Asia,Lower middle income,UN World Food Programme
Laos,Asia,Lower middle income,UNICEF
Laos,Asia,Lower middle income,United Kingdom
Laos,Asia,Lower middle income,United States
Laos,Asia,Lower middle income,WB International Development Association
Lebanon,Asia,Lower middle income,Arab Fund for Economic & Social Development
Lebanon,Asia,Lower middle income,Australia
Lebanon,Asia,Lower middle income,Austria
Lebanon,Asia,Lower middle income,Belgium
Lebanon,Asia,Lower middle income,Bondholders
Lebanon,Asia,Lower middle income,Canada
Lebanon,Asia,Lower middle income,China
Lebanon,Asia,Lower middle income,Czechia
Lebanon,Asia,Lower middle income,EU Institutions
Lebanon,Asia,Lower middle income,European Development Fund
Lebanon,Asia,Lower middle income,European Investment Bank
Lebanon,Asia,Lower middle income,Finland
Lebanon,Asia,Lower middle income,France
Lebanon,Asia,Lower middle income,Germany
Lebanon,Asia,Lower middle income,Global Environment Facility
Lebanon,Asia,Lower middle income,Greece
Lebanon,Asia,Lower middle income,International Fund for Agricultural Development
Lebanon,Asia,Lower middle income,Ireland
Lebanon,Asia,Lower middle income,Islamic Development Bank
Lebanon,Asia,Lower middle income,Italy
Lebanon,Asia,Lower middle income,Japan
Lebanon,Asia,Lower middle income,Kuwait
Lebanon,Asia,Lower middle income,Luxembourg
Lebanon,Asia,Lower middle income,Netherlands
Lebanon,Asia,Lower middle income,Norway
Lebanon,Asia,Lower middle income,OPEC Fund for International Development
Lebanon,Asia,Lower middle income,Poland
Lebanon,Asia,Lower middle income,Saudi Arabia
Lebanon,Asia,Lower middle income,South Korea
Lebanon,Asia,Lower middle income,Spain
Lebanon,Asia,Lower middle income,Sweden
Lebanon,Asia,Lower middle income,Switzerland
Lebanon,Asia,Lower middle income,UN Development Programme
Lebanon,Asia,Lower middle income,UN High Commissioner for Refugees
Lebanon,Asia,Lower middle income,UN Population Fund
Lebanon,Asia,Lower middle income,UN Relief and Works Agency
Lebanon,Asia,Lower middle income,UNICEF
Lebanon,Asia,Lower middle income,United Arab Emirates
Lebanon,Asia,Lower middle income,United Kingdom
Lebanon,Asia,Lower middle income,United States
Lebanon,Asia,Lower middle income,WB International Bank for Reconstruction and Development
Lesotho,Africa,Lower middle income,African Development Bank
Lesotho,Africa,Lower middle income,African Development Fund
Lesotho,Africa,Lower middle income,Arab Bank for Economic Development in Africa
Lesotho,Africa,Lower middle income,Australia
Lesotho,Africa,Lower middle income,Austria
Lesotho,Africa,Lower middle income,Belgium
Lesotho,Africa,Lower middle income,Canada
Lesotho,Africa,Lower middle income,China
Lesotho,Africa,Lower middle income,Denmark
Lesotho,Africa,Lower middle income,EU Institutions
Lesotho,Africa,Lower middle income,European Development Fund
Lesotho,Africa,Lower middle income,European Economic Community
Lesotho,Africa,Lower middle income,European Investment Bank
Lesotho,Africa,Lower middle income,France
Lesotho,Africa,Lower middle income,Germany
Lesotho,Africa,Lower middle income,Global Environment Facility
Lesotho,Africa,Lower middle income,International Fund for Agricultural Development
Lesotho,Africa,Lower middle income,Ireland
Lesotho,Africa,Lower middle income,Israel
Lesotho,Africa,Lower middle income,Japan
Lesotho,Africa,Lower middle income,Kuwait
Lesotho,Africa,Lower middle income,Netherlands
Lesotho,Africa,Lower middle income,New Zealand
Lesotho,Africa,Lower middle income,Norway
Lesotho,Africa,Lower middle income,OPEC Fund for International Development
Lesotho,Africa,Lower middle income,Saudi Arabia
Lesotho,Africa,Lower middle income,South Africa
Lesotho,Africa,Lower middle income,Spain
Lesotho,Africa,Lower middle income,Sweden
Lesotho,Africa,Lower middle income,Switzerland
Lesotho,Africa,Lower middle income,UN Development Programme
Lesotho,Africa,Lower middle income,UN Population Fund
Lesotho,Africa,Lower middle income,UN World Food Programme
Lesotho,Africa,Lower middle income,UNICEF
Lesotho,Africa,Lower middle income,United Kingdom
Lesotho,Africa,Lower middle income,United States
Lesotho,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Lesotho,Africa,Lower middle income,WB International Development Association
Liberia,Africa,Low income,Austria
Liberia,Africa,Low income,Canada
Liberia,Africa,Low income,Denmark
Liberia,Africa,Low income,EU Institutions
Liberia,Africa,Low income,Finland
Liberia,Africa,Low income,France
Liberia,Africa,Low income,Germany
Liberia,Africa,Low income,Ireland
Liberia,Africa,Low income,Japan
Liberia,Africa,Low income,Netherlands
Liberia,Africa,Low income,Norway
Liberia,Africa,Low income,Sweden
Liberia,Africa,Low income,Switzerland
Liberia,Africa,Low income,UN Development Programme
Liberia,Africa,Low income,UN High Commissioner for Refugees
Liberia,Africa,Low income,UN Population Fund
Liberia,Africa,Low income,UN World Food Programme
Liberia,Africa,Low income,UNICEF
Liberia,Africa,Low income,United Kingdom
Liberia,Africa,Low income,United States
Libya,Africa,Upper middle income,France
Libya,Africa,Upper middle income,Germany
Libya,Africa,Upper middle income,Greece
Libya,Africa,Upper middle income,Italy
Libya,Africa,Upper middle income,Japan
Libya,Africa,Upper middle income,South Korea
Libya,Africa,Upper middle income,Spain
Libya,Africa,Upper middle income,Türkiye
Libya,Africa,Upper middle income,UN Development Programme
Libya,Africa,Upper middle income,UN High Commissioner for Refugees
Macau,Asia,High income,EU Institutions
Macau,Asia,High income,Japan
Macau,Asia,High income,Portugal
Madagascar,Africa,Low income,African Development Bank
Madagascar,Africa,Low income,African Development Fund
Madagascar,Africa,Low income,Arab Bank for Economic Development in Africa
Madagascar,Africa,Low income,Australia
Madagascar,Africa,Low income,Austria
Madagascar,Africa,Low income,Belgium
Madagascar,Africa,Low income,Canada
Madagascar,Africa,Low income,China
Madagascar,Africa,Low income,Denmark
Madagascar,Africa,Low income,EU Institutions
Madagascar,Africa,Low income,European Development Fund
Madagascar,Africa,Low income,European Investment Bank
Madagascar,Africa,Low income,Finland
Madagascar,Africa,Low income,France
Madagascar,Africa,Low income,Germany
Madagascar,Africa,Low income,Global Environment Facility
Madagascar,Africa,Low income,International Finance Corporation
Madagascar,Africa,Low income,International Fund for Agricultural Development
Madagascar,Africa,Low income,Ireland
Madagascar,Africa,Low income,Israel
Madagascar,Africa,Low income,Italy
Madagascar,Africa,Low income,Japan
Madagascar,Africa,Low income,Kuwait
Madagascar,Africa,Low income,Luxembourg
Madagascar,Africa,Low income,Multiple Lenders
Madagascar,Africa,Low income,Netherlands
Madagascar,Africa,Low income,Norway
Madagascar,Africa,Low income,OPEC Fund for International Development
Madagascar,Africa,Low income,Portugal
Madagascar,Africa,Low income,Russia
Madagascar,Africa,Low income,Saudi Arabia
Madagascar,Africa,Low income,South Korea
Madagascar,Africa,Low income,Spain
Madagascar,Africa,Low income,Sweden
Madagascar,Africa,Low income,Switzerland
Madagascar,Africa,Low income,UN Development Programme
Madagascar,Africa,Low income,UN Population Fund
Madagascar,Africa,Low income,UN World Food Programme
Madagascar,Africa,Low income,UNICEF
Madagascar,Africa,Low income,United Kingdom
Madagascar,Africa,Low income,United States
Madagascar,Africa,Low income,WB International Bank for Reconstruction and Development
Madagascar,Africa,Low income,WB International Development Association
Malawi,Africa,Low income,African Development Bank
Malawi,Africa,Low income,African Development Fund
Malawi,Africa,Low income,Arab Bank for Economic Development in Africa
Malawi,Africa,Low income,Australia
Malawi,Africa,Low income,Austria
Malawi,Africa,Low income,Belgium
Malawi,Africa,Low income,Canada
Malawi,Africa,Low income,Denmark
Malawi,Africa,Low income,EU Institutions
Malawi,Africa,Low income,European Investment Bank
Malawi,Africa,Low income,Finland
Malawi,Africa,Low income,France
Malawi,Africa,Low income,Germany
Malawi,Africa,Low income,Global Environment Facility
Malawi,Africa,Low income,Greece
Malawi,Africa,Low income,Iceland
Malawi,Africa,Low income,International Fund for Agricultural Development
Malawi,Africa,Low income,Ireland
Malawi,Africa,Low income,Israel
Malawi,Africa,Low income,Italy
Malawi,Africa,Low income,Japan
Malawi,Africa,Low income,Luxembourg
Malawi,Africa,Low income,Multiple Lenders
Malawi,Africa,Low income,Netherlands
Malawi,Africa,Low income,New Zealand
Malawi,Africa,Low income,Norway
Malawi,Africa,Low income,South Africa
Malawi,Africa,Low income,South Korea
Malawi,Africa,Low income,Spain
Malawi,Africa,Low income,Sweden
Malawi,Africa,Low income,UN Development Programme
Malawi,Africa,Low income,UN High Commissioner for Refugees
Malawi,Africa,Low income,UN Population Fund
Malawi,Africa,Low income,UN World Food Programme
Malawi,Africa,Low income,UNICEF
Malawi,Africa,Low income,United Kingdom
Malawi,Africa,Low income,United States
Malawi,Africa,Low income,WB International Bank for Reconstruction and Development
Malawi,Africa,Low income,WB International Development Association
Malaysia,Asia,Upper middle income,Australia
Malaysia,Asia,Upper middle income,Austria
Malaysia,Asia,Upper middle income,Canada
Malaysia,Asia,Upper middle income,Denmark
Malaysia,Asia,Upper middle income,EU Institutions
Malaysia,Asia,Upper middle income,Finland
Malaysia,Asia,Upper middle income,France
Malaysia,Asia,Upper middle income,Germany
Malaysia,Asia,Upper middle income,Global Environment Facility
Malaysia,Asia,Upper middle income,Japan
Malaysia,Asia,Upper middle income,Montreal Protocol Fund
Malaysia,Asia,Upper middle income,Netherlands
Malaysia,Asia,Upper middle income,New Zealand
Malaysia,Asia,Upper middle income,Norway
Malaysia,Asia,Upper middle income,South Korea
Malaysia,Asia,Upper middle income,Spain
Malaysia,Asia,Upper middle income,Sweden
Malaysia,Asia,Upper middle income,Switzerland
Malaysia,Asia,Upper middle income,UN Development Programme
Malaysia,Asia,Upper middle income,UN High Commissioner for Refugees
Malaysia,Asia,Upper middle income,UN Population Fund
Malaysia,Asia,Upper middle income,UNICEF
Malaysia,Asia,Upper middle income,United Arab Emirates
Malaysia,Asia,Upper middle income,United Kingdom
Malaysia,Asia,Upper middle income,United States
Maldives,Asia,Upper middle income,Asian Development Bank
Maldives,Asia,Upper middle income,Australia
Maldives,Asia,Upper middle income,Austria
Maldives,Asia,Upper middle income,Belgium
Maldives,Asia,Upper middle income,Canada
Maldives,Asia,Upper middle income,China
Maldives,Asia,Upper middle income,Denmark
Maldives,Asia,Upper middle income,EU Institutions
Maldives,Asia,Upper middle income,Germany
Maldives,Asia,Upper middle income,International Fund for Agricultural Development
Maldives,Asia,Upper middle income,Ireland
Maldives,Asia,Upper middle income,Islamic Development Bank
Maldives,Asia,Upper middle income,Italy
Maldives,Asia,Upper middle income,Japan
Maldives,Asia,Upper middle income,Kuwait
Maldives,Asia,Upper middle income,Netherlands
Maldives,Asia,Upper middle income,New Zealand
Maldives,Asia,Upper middle income,Nordic Development Fund
Maldives,Asia,Upper middle income,Norway
Maldives,Asia,Upper middle income,OPEC Fund for International Development
Maldives,Asia,Upper middle income,Saudi Arabia
Maldives,Asia,Upper middle income,Singapore
Maldives,Asia,Upper middle income,Sri Lanka
Maldives,Asia,Upper middle income,Sweden
Maldives,Asia,Upper middle income,UN Development Programme
Maldives,Asia,Upper middle income,UN Population Fund
Maldives,Asia,Upper middle income,UNICEF
Maldives,Asia,Upper middle income,United Kingdom
Maldives,Asia,Upper middle income,United States
Maldives,Asia,Upper middle income,WB International Development Association
Mali,Africa,Low income,African Development Bank
Mali,Africa,Low income,African Development Fund
Mali,Africa,Low income,Algeria
Mali,Africa,Low income,Arab Bank for Economic Development in Africa
Mali,Africa,Low income,Arab Fund for Economic & Social Development
Mali,Africa,Low income,Australia
Mali,Africa,Low income,Austria
Mali,Africa,Low income,Belgium
Mali,Africa,Low income,Canada
Mali,Africa,Low income,China
Mali,Africa,Low income,Cote d'Ivoire
Mali,Africa,Low income,Denmark
Mali,Africa,Low income,EU Institutions
Mali,Africa,Low income,Economic Community of West African States
Mali,Africa,Low income,European Development Fund
Mali,Africa,Low income,European Economic Community
Mali,Africa,Low income,European Investment Bank
Mali,Africa,Low income,Finland
Mali,Africa,Low income,France
Mali,Africa,Low income,Germany
Mali,Africa,Low income,Global Environment Facility
Mali,Africa,Low income,International Fund for Agricultural Development
Mali,Africa,Low income,International Monetary Fund
Mali,Africa,Low income,Islamic Development Bank
Mali,Africa,Low income,Israel
Mali,Africa,Low income,Italy
Mali,Africa,Low income,Japan
Mali,Africa,Low income,Kuwait
Mali,Africa,Low income,Libya
Mali,Africa,Low income,Luxembourg
Mali,Africa,Low income,Netherlands
Mali,Africa,Low income,New Zealand
Mali,Africa,Low income,Norway
Mali,Africa,Low income,OPEC Fund for International Development
Mali,Africa,Low income,Poland
Mali,Africa,Low income,Portugal
Mali,Africa,Low income,Russia
Mali,Africa,Low income,Saudi Arabia
Mali,Africa,Low income,South Korea
Mali,Africa,Low income,Spain
Mali,Africa,Low income,Sweden
Mali,Africa,Low income,Switzerland
Mali,Africa,Low income,UN Development Programme
Mali,Africa,Low income,UN High Commissioner for Refugees
Mali,Africa,Low income,UN Population Fund
Mali,Africa,Low income,UN World Food Programme
Mali,Africa,Low income,UNICEF
Mali,Africa,Low income,United Arab Emirates
Mali,Africa,Low income,United Kingdom
Mali,Africa,Low income,United States
Mali,Africa,Low income,WB International Development Association
Mali,Africa,Low income,West African Development Bank
Malta,Europe,High income,Austria
Malta,Europe,High income,Canada
Malta,Europe,High income,EU Institutions
Malta,Europe,High income,France
Malta,Europe,High income,Germany
Malta,Europe,High income,Greece
Malta,Europe,High income,Israel
Malta,Europe,High income,Italy
Malta,Europe,High income,Japan
Malta,Europe,High income,New Zealand
Malta,Europe,High income,Spain
Malta,Europe,High income,Switzerland
Malta,Europe,High income,UN Development Programme
Malta,Europe,High income,UN High Commissioner for Refugees
Malta,Europe,High income,United Kingdom
Marshall Islands,Oceania,Upper middle income,Australia
Marshall Islands,Oceania,Upper middle income,Israel
Marshall Islands,Oceania,Upper middle income,Japan
Marshall Islands,Oceania,Upper middle income,New Zealand
Marshall Islands,Oceania,Upper middle income,UN Development Programme
Marshall Islands,Oceania,Upper middle income,UN Population Fund
Marshall Islands,Oceania,Upper middle income,United States
Mauritania,Africa,Lower middle income,African Development Bank
Mauritania,Africa,Lower middle income,African Development Fund
Mauritania,Africa,Lower middle income,Arab Fund for Economic & Social Development
Mauritania,Africa,Lower middle income,Arab Monetary Fund
Mauritania,Africa,Lower middle income,Australia
Mauritania,Africa,Lower middle income,Austria
Mauritania,Africa,Lower middle income,Belgium
Mauritania,Africa,Lower middle income,Canada
Mauritania,Africa,Lower middle income,EU Institutions
Mauritania,Africa,Lower middle income,European Development Fund
Mauritania,Africa,Lower middle income,European Economic Community
Mauritania,Africa,Lower middle income,European Investment Bank
Mauritania,Africa,Lower middle income,France
Mauritania,Africa,Lower middle income,Germany
Mauritania,Africa,Lower middle income,Global Environment Facility
Mauritania,Africa,Lower middle income,International Fund for Agricultural Development
Mauritania,Africa,Lower middle income,International Monetary Fund
Mauritania,Africa,Lower middle income,Islamic Development Bank
Mauritania,Africa,Lower middle income,Israel
Mauritania,Africa,Lower middle income,Italy
Mauritania,Africa,Lower middle income,Japan
Mauritania,Africa,Lower middle income,Kuwait
Mauritania,Africa,Lower middle income,Netherlands
Mauritania,Africa,Lower middle income,Norway
Mauritania,Africa,Lower middle income,OPEC Fund for International Development
Mauritania,Africa,Lower middle income,Saudi Arabia
Mauritania,Africa,Lower middle income,South Korea
Mauritania,Africa,Lower middle income,Spain
Mauritania,Africa,Lower middle income,Sweden
Mauritania,Africa,Lower middle income,Switzerland
Mauritania,Africa,Lower middle income,Türkiye
Mauritania,Africa,Lower middle income,UN Development Programme
Mauritania,Africa,Lower middle income,UN High Commissioner for Refugees
Mauritania,Africa,Lower middle income,UN Population Fund
Mauritania,Africa,Lower middle income,UN World Food Programme
Mauritania,Africa,Lower middle income,UNICEF
Mauritania,Africa,Lower middle income,United Arab Emirates
Mauritania,Africa,Lower middle income,United Kingdom
Mauritania,Africa,Lower middle income,United States
Mauritania,Africa,Lower middle income,WB International Bank for Reconstruction and Development
Mauritania,Africa,Lower middle income,WB International Development Association
Mauritius,Africa,Upper middle income,African Development Bank
Mauritius,Africa,Upper middle income,Arab African International Bank
Mauritius,Africa,Upper middle income,Arab Bank for Economic Development in Africa
Mauritius,Africa,Upper middle income,Australia
Mauritius,Africa,Upper middle income,Austria
Mauritius,Africa,Upper middle income,Belgium
Mauritius,Africa,Upper middle income,Bondholders
Mauritius,Africa,Upper middle income,Canada
Mauritius,Africa,Upper middle income,China
Mauritius,Africa,Upper middle income,EU Institutions
Mauritius,Africa,Upper middle income,European Development Fund
Mauritius,Africa,Upper middle income,European Investment Bank
Mauritius,Africa,Upper middle income,Finland
Mauritius,Africa,Upper middle income,France
Mauritius,Africa,Upper middle income,Gambia
Mauritius,Africa,Upper middle income,Germany
Mauritius,Africa,Upper middle income,Global Environment Facility
Mauritius,Africa,Upper middle income,Greece
Mauritius,Africa,Upper middle income,India
Mauritius,Africa,Upper middle income,International Fund for Agricultural Development
Mauritius,Africa,Upper middle income,Israel
Mauritius,Africa,Upper middle income,Italy
Mauritius,Africa,Upper middle income,Japan
Mauritius,Africa,Upper middle income,Kuwait
Mauritius,Africa,Upper middle income,Luxembourg
Mauritius,Africa,Upper middle income,Malaysia
Mauritius,Africa,Upper middle income,Netherlands
Mauritius,Africa,Upper middle income,New Zealand
