year,country,continent,income_level,inflow,outflow,net_flow
2005,Guatemala,America,Upper middle income,607128948.6915243,-745461965.0611249,-138333016.36960065
2005,India,Asia,Lower middle income,10858779536.85743,-21610487512.97196,-10751707976.114529
2005,Indonesia,Asia,Lower middle income,16892315585.732283,-15147832370.829865,1744483214.9024181
2005,Iran,Asia,Lower middle income,3002488757.8585525,-2259533467.1418724,742955290.71668
2005,Iraq,Asia,Upper middle income,27411901830.76818,0.0,27411901830.76818
2005,Jamaica,America,Upper middle income,1666386012.8410544,-1299634765.6070402,366751247.2340143
2005,Jordan,Asia,Upper middle income,1845196615.4639714,-1032425600.5207472,812771014.9432242
2005,Kazakhstan,Asia,Upper middle income,561881796.5551195,-2398638246.1115365,-1836756449.556417
2005,Lebanon,Asia,Lower middle income,2979328276.410643,-3161653936.2129064,-182325659.80226326
2005,Lesotho,Africa,Lower middle income,91251772.25631565,-83392516.01759118,7859256.23872447
2005,Liberia,Africa,Low income,281648687.15050745,-69072.0455646744,281579615.1049428
2005,Maldives,Asia,Upper middle income,149633944.85274655,-56568325.74997151,93065619.10277504
2005,Mauritius,Africa,Upper middle income,184519736.17070413,-231015390.97291377,-46495654.802209646
2005,Mexico,America,Upper middle income,23541261579.41919,-29006873078.354965,-5465611498.935776
2005,Moldova,Europe,Upper middle income,246379544.70340183,-191530140.24849755,54849404.45490429
2005,Mongolia,Asia,Lower middle income,389645556.54815316,-80619497.76140377,309026058.78674936
2005,Montenegro,Europe,Upper middle income,58604.914465131056,0.0,58604.914465131056
2005,Morocco,Africa,Lower middle income,2731431278.9258814,-2646059661.8486023,85371617.07727909
2005,Nigeria,Africa,Lower middle income,7004070003.874503,-12248130944.294353,-5244060940.41985
2005,North Macedonia,Europe,Upper middle income,661508933.1042825,-172023229.0358387,489485704.0684438
2005,Pakistan,Asia,Lower middle income,4361120719.666019,-2396824289.666487,1964296429.9995322
2005,Paraguay,America,Upper middle income,388410675.2912959,-658394916.1230606,-269984240.8317647
2005,Peru,America,Upper middle income,4866476518.042665,-7074164453.514353,-2207687935.4716883
2005,Philippines,Asia,Lower middle income,6894736104.262272,-9541092415.086184,-2646356310.8239117
2005,Serbia,Europe,Upper middle income,1577251660.7782452,-434565390.97024053,1142686269.8080046
2005,South Africa,Africa,Upper middle income,3594729624.4577904,-4248403368.676962,-653673744.2191715
2005,Sri Lanka,Asia,Lower middle income,1936370120.9656403,-418476750.4336235,1517893370.5320168
2005,St. Lucia,America,Upper middle income,29096331.76651107,-44009334.17820278,-14913002.411691707
2005,St. Vincent and the Grenadines,America,Upper middle income,62577935.898548864,-30780090.80816622,31797845.090382643
2005,Suriname,America,Upper middle income,47852795.93094308,0.0,47852795.93094308
2005,Thailand,Asia,Upper middle income,3184103861.5477448,-5226138367.627502,-2042034506.0797577
2005,Tunisia,Africa,Lower middle income,1406928490.4489732,-1648144316.7746816,-241215826.3257084
2005,Turkmenistan,Asia,Upper middle income,62363179.15529845,-259617771.0474577,-197254591.89215925
2005,Türkiye,Asia,Upper middle income,6709741965.825184,-9915940638.851597,-3206198673.026413
2005,Uzbekistan,Asia,Lower middle income,532655678.1316693,-930456112.5481431,-397800434.41647387
2005,Vietnam,Asia,Lower middle income,5043879147.417295,-1617329768.9202888,3426549378.4970064
2006,Algeria,Africa,Lower middle income,793236024.0359355,-15479576370.058067,-14686340346.022131
2006,Angola,Africa,Lower middle income,2239411138.8938727,-6471314114.269072,-4231902975.375199
2006,Argentina,America,Upper middle income,8422133870.273637,-8523740164.6309185,-101606294.35728168
2006,Armenia,Asia,Upper middle income,336548624.30313766,-44771802.86224216,291776821.4408955
2006,Azerbaijan,Asia,Upper middle income,820135986.3838961,-188154460.6516047,631981525.7322915
2006,Belarus,Europe,Upper middle income,372310766.99791306,-294619336.47451067,77691430.5234024
2006,Belize,America,Upper middle income,149560366.46926,-185106225.22313675,-35545858.753876746
2006,Botswana,Africa,Upper middle income,104225081.65328181,-70516641.55043545,33708440.102846354
2006,Brazil,America,Upper middle income,14781514989.338783,-41063570332.92006,-26282055343.581276
2006,Bulgaria,Europe,Upper middle income,470251089.37925535,-1443949937.897553,-973698848.5182977
2006,Colombia,America,Upper middle income,8033958794.113988,-6136742155.454572,1897216638.6594162
2006,Congo Republic,Africa,Lower middle income,530003390.7924262,-116615548.4907301,413387842.3016961
2006,Costa Rica,America,Upper middle income,296707140.3446106,-637681323.5506861,-340974183.20607555
2006,Cote d'Ivoire,Africa,Lower middle income,473368380.15990216,-20733338.779400907,452635041.3805013
2006,Dominica,America,Upper middle income,23984047.021949437,-24905204.580536265,-921157.5585868284
2006,Dominican Republic,America,Upper middle income,1867295315.8528776,-1680811667.6224463,186483648.23043132
2006,Ecuador,America,Upper middle income,1901266299.0635254,-4355542720.497005,-2454276421.4334803
2006,Egypt,Africa,Lower middle income,3085192350.213057,-4949861579.049864,-1864669228.8368068
2006,El Salvador,America,Lower middle income,1685690363.7003188,-1219226497.2173052,466463866.48301363
2006,Fiji,Oceania,Upper middle income,264234477.8534822,-15614745.219982466,248619732.6334997
2006,Gabon,Africa,Upper middle income,289209542.67038816,-203356669.3902635,85852873.28012466
2006,Grenada,America,Upper middle income,51468368.59751926,-16734180.816151118,34734187.781368144
2006,Guatemala,America,Upper middle income,1597132308.969328,-830028632.6926805,767103676.2766474
2006,India,Asia,Lower middle income,12607965278.539274,-8153877978.7361555,4454087299.803119
2006,Indonesia,Asia,Lower middle income,17214679282.374737,-13863596373.740147,3351082908.63459
2006,Iran,Asia,Lower middle income,1684489213.828467,-2008849954.7045026,-324360740.8760357
2006,Iraq,Asia,Upper middle income,11056134673.897684,0.0,11056134673.897684
2006,Jamaica,America,Upper middle income,1238822159.5727813,-1020522460.6306766,218299698.9421047
2006,Jordan,Asia,Upper middle income,1311950106.097007,-1020271430.1449845,291678675.95202255
2006,Kazakhstan,Asia,Upper middle income,441487768.3987744,-507974634.9420085,-66486866.54323411
2006,Lebanon,Asia,Lower middle income,4710197292.46708,-4082268092.0256605,627929200.4414196
2006,Lesotho,Africa,Lower middle income,95049396.65747793,-49579748.51311702,45469648.14436091
2006,Liberia,Africa,Low income,308756664.04481214,-95321.52347495084,308661342.5213372
2006,Maldives,Asia,Upper middle income,145635957.1107691,-52888988.32099632,92746968.78977278
2006,Mauritius,Africa,Upper middle income,96629828.13466163,-264602259.39621258,-167972431.26155096
2006,Mexico,America,Upper middle income,21135296958.389004,-45682841722.04683,-24547544763.657825
2006,Moldova,Europe,Upper middle income,261135829.16416404,-192475774.8429761,68660054.32118794
2006,Mongolia,Asia,Lower middle income,347720844.7698861,-81440963.36231127,266279881.4075748
2006,Montenegro,Europe,Upper middle income,223729939.85565662,-62051757.56079804,161678182.29485857
2006,Morocco,Africa,Lower middle income,2954118714.1340623,-2208031097.6891055,746087616.4449568
2006,Nigeria,Africa,Lower middle income,12911646222.37285,-7578661636.718585,5332984585.654265
2006,North Macedonia,Europe,Upper middle income,374482678.4167802,-484655762.27067214,-110173083.85389197
2006,Pakistan,Asia,Lower middle income,5919391628.190812,-2374363676.5117836,3545027951.6790285
2006,Paraguay,America,Upper middle income,355081989.53421783,-570227512.9565827,-215145523.42236483
2006,Peru,America,Upper middle income,1552910001.422505,-3690814058.319357,-2137904056.896852
2006,Philippines,Asia,Lower middle income,12045122681.02776,-12440413293.075565,-395290612.0478058
2006,Serbia,Europe,Upper middle income,2335758486.4425845,-731945307.5091802,1603813178.9334044
2006,South Africa,Africa,Upper middle income,3041180675.99044,-4531415491.659535,-1490234815.6690955
2006,Sri Lanka,Asia,Lower middle income,1702916971.294567,-860830308.0417042,842086663.2528629
2006,St. Lucia,America,Upper middle income,49166959.80202972,-47385597.584761895,1781362.2172678262
2006,St. Vincent and the Grenadines,America,Upper middle income,24164730.04762537,-41617574.3089478,-17452844.26132243
2006,Suriname,America,Upper middle income,65070805.62659885,0.0,65070805.62659885
2006,Thailand,Asia,Upper middle income,2032633359.3020642,-4753772436.587946,-2721139077.285882
2006,Tunisia,Africa,Lower middle income,1609346772.077684,-2072693348.4630675,-463346576.3853836
2006,Turkmenistan,Asia,Upper middle income,57230632.51531443,-224979556.99624696,-167748924.48093253
2006,Türkiye,Asia,Upper middle income,8049552831.495979,-8243922814.904889,-194369983.4089098
2006,Uzbekistan,Asia,Lower middle income,408929485.59072465,-962796194.916954,-553866709.3262293
2006,Vietnam,Asia,Lower middle income,3341892664.3514905,-1513755352.9565458,1828137311.3949447
2007,Algeria,Africa,Lower middle income,709749530.8267409,-789678489.1790302,-79928958.35228932
2007,Angola,Africa,Lower middle income,8055222951.9512415,-5967131666.436949,2088091285.5142927
2007,Argentina,America,Upper middle income,11613378862.700096,-9404783446.065147,2208595416.6349487
2007,Armenia,Asia,Upper middle income,477931624.05591536,-36077990.35035638,441853633.70555896
2007,Azerbaijan,Asia,Upper middle income,837690754.4281468,-212401898.64508277,625288855.7830641
2007,Belarus,Europe,Upper middle income,3524503765.894337,-365147045.2542035,3159356720.640134
2007,Belize,America,Upper middle income,805400052.916594,-843389230.3190691,-37989177.40247512
2007,Botswana,Africa,Upper middle income,199449296.80304354,-59552190.847240925,139897105.95580262
2007,Brazil,America,Upper middle income,7261799952.024318,-23123901232.72995,-15862101280.705631
2007,Bulgaria,Europe,Upper middle income,548573717.0484108,-1049111197.2978998,-500537480.24948907
2007,Colombia,America,Upper middle income,5404119614.048843,-4826135997.322349,577983616.7264948
2007,Congo Republic,Africa,Lower middle income,153910377.69363812,-127916190.22302493,25994187.47061318
2007,Costa Rica,America,Upper middle income,294044900.9231231,-598815304.7844342,-304770403.8613111
2007,Cote d'Ivoire,Africa,Lower middle income,368660776.51805997,-173294765.0903976,195366011.42766237
2007,Dominica,America,Upper middle income,28890847.60069225,-23523398.156466514,5367449.444225736
2007,Dominican Republic,America,Upper middle income,1303788801.139467,-1594831247.2144759,-291042446.07500887
2007,Ecuador,America,Upper middle income,2467124617.9327316,-3170519693.5584345,-703395075.6257029
2007,Egypt,Africa,Lower middle income,7541853220.483369,-5009292213.256994,2532561007.2263746
2007,El Salvador,America,Lower middle income,587537599.3004072,-1018807116.7850786,-431269517.4846715
2007,Fiji,Oceania,Upper middle income,79942224.48741964,-28357467.965223122,51584756.52219652
2007,Gabon,Africa,Upper middle income,1416136616.744576,-931512877.4552338,484623739.28934216
2007,Grenada,America,Upper middle income,40809227.96889808,-20579190.604251444,20230037.364646636
2007,Guatemala,America,Upper middle income,1547099714.7971513,-1018023020.3908279,529076694.40632343
2007,India,Asia,Lower middle income,19440278793.479332,-11600011299.538061,7840267493.941271
2007,Indonesia,Asia,Lower middle income,12958852925.365152,-14829797759.192703,-1870944833.827551
2007,Iran,Asia,Lower middle income,949722313.9734708,-1879966115.78403,-930243801.8105592
2007,Iraq,Asia,Upper middle income,10557036118.242859,0.0,10557036118.242859
2007,Jamaica,America,Upper middle income,1417930220.3176358,-1369934475.7944539,47995744.523181915
2007,Jordan,Asia,Upper middle income,1235036571.4871101,-1131602365.5149767,103434205.9721334
2007,Kazakhstan,Asia,Upper middle income,403876170.9721068,-937622537.3499937,-533746366.3778869
2007,Lebanon,Asia,Lower middle income,3992804748.9606404,-4097879155.885841,-105074406.92520046
2007,Lesotho,Africa,Lower middle income,152759540.40529135,-107589529.34967571,45170011.055615634
2007,Liberia,Africa,Low income,338395588.9594852,-1175110358.7557256,-836714769.7962404
2007,Maldives,Asia,Upper middle income,145376682.53880307,-63449858.22119789,81926824.31760518
2007,Mauritius,Africa,Upper middle income,147501900.9724522,-137535570.50129902,9966330.47115317
2007,Mexico,America,Upper middle income,24324924628.936703,-23881575704.23827,443348924.6984329
2007,Moldova,Europe,Upper middle income,295746097.50307983,-132817406.1749205,162928691.32815933
2007,Mongolia,Asia,Lower middle income,458019241.3452763,-80470461.61027324,377548779.73500305
2007,Montenegro,Europe,Upper middle income,175749820.2835622,-170355764.52727246,5394055.75628975
2007,Morocco,Africa,Lower middle income,3641201430.851046,-2342096812.2552,1299104618.5958462
2007,Nigeria,Africa,Lower middle income,2101484279.2251782,-1033398860.6993268,1068085418.5258515
2007,North Macedonia,Europe,Upper middle income,369731490.64859587,-407718481.5646798,-37986990.91608393
2007,Pakistan,Asia,Lower middle income,5150794168.874039,-2374733385.481444,2776060783.392595
2007,Paraguay,America,Upper middle income,278559179.2199747,-432585597.54993623,-154026418.32996154
2007,Peru,America,Upper middle income,4981990838.909107,-9965675895.466505,-4983685056.557398
2007,Philippines,Asia,Lower middle income,4073840863.339579,-6494345939.491959,-2420505076.1523795
2007,Serbia,Europe,Upper middle income,1142563056.6192517,-646289509.9483677,496273546.670884
2007,South Africa,Africa,Upper middle income,2892274163.1286583,-2739405148.037025,152869015.09163332
2007,Sri Lanka,Asia,Lower middle income,2279062379.650729,-850728895.9403907,1428333483.7103386
2007,St. Lucia,America,Upper middle income,49238364.28719774,-62670992.86694551,-13432628.579747774
2007,St. Vincent and the Grenadines,America,Upper middle income,78239000.24016483,-32272001.564086188,45966998.67607865
2007,Suriname,America,Upper middle income,154224051.92626524,0.0,154224051.92626524
2007,Thailand,Asia,Upper middle income,862880439.220205,-2758930666.237556,-1896050227.0173512
2007,Tunisia,Africa,Lower middle income,1632423037.0409622,-1898607345.6119158,-266184308.5709536
2007,Turkmenistan,Asia,Upper middle income,96140498.35014075,-181557510.92959076,-85417012.57945001
2007,Türkiye,Asia,Upper middle income,9543737134.04042,-7807821416.352882,1735915717.6875381
2007,Uzbekistan,Asia,Lower middle income,391917260.9772146,-712604720.9137831,-320687459.9365685
2007,Vietnam,Asia,Lower middle income,5201554393.922487,-1787993198.94878,3413561194.973707
2008,Algeria,Africa,Lower middle income,508959778.2705252,-868012970.4076607,-359053192.1371355
2008,Angola,Africa,Lower middle income,5603244554.195557,-1767105069.989546,3836139484.206011
2008,Argentina,America,Upper middle income,6374998230.239905,-9084590319.97468,-2709592089.7347746
2008,Armenia,Asia,Upper middle income,383181244.870612,-29751413.519177813,353429831.35143423
2008,Azerbaijan,Asia,Upper middle income,764211397.8513393,-266053633.3513911,498157764.49994826
2008,Belarus,Europe,Upper middle income,2265664085.644116,-362693028.9153795,1902971056.7287364
2008,Belize,America,Upper middle income,72452245.74949676,-126773234.90673369,-54320989.15723693
2008,Botswana,Africa,Upper middle income,877044278.2241932,-89208806.52718431,787835471.6970088
2008,Brazil,America,Upper middle income,16182089512.667065,-21160805822.93599,-4978716310.268925
2008,Bulgaria,Europe,Upper middle income,481123425.87713426,-1323565980.4869032,-842442554.6097689
2008,Colombia,America,Upper middle income,4588454497.655772,-3801633101.970532,786821395.6852403
2008,Congo Republic,Africa,Lower middle income,431660715.01149184,-163545405.37559283,268115309.635899
2008,Costa Rica,America,Upper middle income,638368123.5652083,-1572398336.013582,-934030212.4483737
2008,Cote d'Ivoire,Africa,Lower middle income,488763126.0657591,-748261525.1748039,-259498399.10904473
2008,Dominica,America,Upper middle income,32698705.94997469,-25693140.56084065,7005565.389134038
2008,Dominican Republic,America,Upper middle income,1825432331.6082692,-1432705394.8356667,392726936.77260256
2008,Ecuador,America,Upper middle income,795705097.4170241,-2478231950.6626787,-1682526853.2456546
2008,Egypt,Africa,Lower middle income,3642685299.0479875,-5027619690.392697,-1384934391.3447099
2008,El Salvador,America,Lower middle income,1191665023.7698476,-989786366.9167998,201878656.85304785
2008,Fiji,Oceania,Upper middle income,70699176.57393631,-25114989.087985642,45584187.48595067
2008,Gabon,Africa,Upper middle income,235587521.03966612,-2405247218.640276,-2169659697.60061
2008,Grenada,America,Upper middle income,55369388.81904191,-21131828.625011545,34237560.19403036
2008,Guatemala,America,Upper middle income,1131877418.3066921,-776616533.4143476,355260884.8923445
2008,India,Asia,Lower middle income,23727619266.758453,-17740311252.887943,5987308013.87051
2008,Indonesia,Asia,Lower middle income,12693831754.033842,-11800985154.006485,892846600.0273571
2008,Iran,Asia,Lower middle income,620422864.6460952,-1694130180.4005766,-1073707315.7544814
2008,Iraq,Asia,Upper middle income,10272602820.404718,0.0,10272602820.404718
2008,Jamaica,America,Upper middle income,999815560.2651279,-1153632483.685036,-153816923.41990805
2008,Jordan,Asia,Upper middle income,1235488543.6325796,-3979062840.3974233,-2743574296.764844
2008,Kazakhstan,Asia,Upper middle income,482984802.4362154,-203952300.17004648,279032502.26616895
2008,Lebanon,Asia,Lower middle income,3347393768.431851,-3878506786.801312,-531113018.36946106
2008,Lesotho,Africa,Lower middle income,180231817.96356526,-40255914.58019978,139975903.38336548
2008,Liberia,Africa,Low income,1368809628.4438586,-166056651.13995883,1202752977.3038998
2008,Maldives,Asia,Upper middle income,168700358.5279101,-74524445.27912813,94175913.24878198
2008,Mauritius,Africa,Upper middle income,186415793.24032536,-121022655.54248093,65393137.69784443
2008,Mexico,America,Upper middle income,26647797076.90129,-23481082837.330215,3166714239.5710754
2008,Moldova,Europe,Upper middle income,312143984.67002946,-103020673.41528445,209123311.254745
2008,Mongolia,Asia,Lower middle income,312145933.25487494,-92337608.22104657,219808325.03382838
2008,Montenegro,Europe,Upper middle income,132901600.58613345,-55130763.32279549,77770837.26333797
2008,Morocco,Africa,Lower middle income,3748235397.9903407,-2149528384.402401,1598707013.5879397
2008,Nigeria,Africa,Lower middle income,1492731749.0037053,-375264028.36157775,1117467720.6421275
2008,North Macedonia,Europe,Upper middle income,369474234.5200548,-139000981.58136255,230473252.93869227
2008,Pakistan,Asia,Lower middle income,4320645160.372486,-2535687551.9234447,1784957608.4490414
2008,Paraguay,America,Upper middle income,340996577.53711855,-356450217.3426085,-15453639.805489957
2008,Peru,America,Upper middle income,1969395801.5387926,-4721073753.517283,-2751677951.978491
2008,Philippines,Asia,Lower middle income,2921112348.2322836,-7427438538.747976,-4506326190.515693
2008,Serbia,Europe,Upper middle income,1152392275.2238874,-508462714.9329959,643929560.2908915
2008,South Africa,Africa,Upper middle income,7519658172.527654,-3447566847.602409,4072091324.925245
2008,Sri Lanka,Asia,Lower middle income,1618569249.5349653,-988621375.7472801,629947873.7876852
2008,St. Lucia,America,Upper middle income,37948403.04638179,-70529914.83542316,-32581511.78904137
2008,St. Vincent and the Grenadines,America,Upper middle income,81421173.56245992,-34892590.220696665,46528583.34176325
2008,Suriname,America,Upper middle income,92476547.92242134,0.0,92476547.92242134
2008,Thailand,Asia,Upper middle income,2259189183.47696,-3337603192.047664,-1078414008.570704
2008,Tunisia,Africa,Lower middle income,1010197852.7751291,-1375618063.3525743,-365420210.57744527
2008,Turkmenistan,Asia,Upper middle income,130674207.67230187,-220494348.70327026,-89820141.03096838
2008,Türkiye,Asia,Upper middle income,6875365908.797466,-7654935809.457663,-779569900.6601963
2008,Uzbekistan,Asia,Lower middle income,422089837.6578553,-552114834.9981055,-130024997.34025025
2008,Vietnam,Asia,Lower middle income,5064805592.044833,-1776260676.7850423,3288544915.259791
2009,Algeria,Africa,Lower middle income,387442900.93985087,-497881990.5976428,-110439089.65779191
2009,Angola,Africa,Lower middle income,5661243265.052993,-5027839117.395338,633404147.6576548
2009,Argentina,America,Upper middle income,5813261446.7026615,-12051516992.428493,-6238255545.725832
2009,Armenia,Asia,Upper middle income,1441579207.7753096,-58218586.46574307,1383360621.3095665
2009,Azerbaijan,Asia,Upper middle income,1277014260.2197456,-378229911.0860881,898784349.1336575
2009,Belarus,Europe,Upper middle income,1662635055.6221976,-704116464.2453372,958518591.3768604
2009,Belize,America,Upper middle income,105974658.35878749,-123370663.40247296,-17396005.043685466
2009,Botswana,Africa,Upper middle income,1534860135.300524,-53289410.88306792,1481570724.4174562
2009,Brazil,America,Upper middle income,13578016893.162935,-12881795544.608625,696221348.5543098
2009,Bulgaria,Europe,Upper middle income,692854410.1369612,-799774165.1865638,-106919755.04960263
2009,Colombia,America,Upper middle income,8799885937.164234,-3521421017.477825,5278464919.686409
2009,Congo Republic,Africa,Lower middle income,313698466.93512213,-232053138.28717646,81645328.64794567
2009,Costa Rica,America,Upper middle income,859437658.7358822,-1128866708.6490698,-269429049.9131876
2009,Cote d'Ivoire,Africa,Lower middle income,1292101422.556181,-775233427.1133045,516867995.44287646
2009,Dominica,America,Upper middle income,38833388.57387879,-26450023.81093785,12383364.762940936
2009,Dominican Republic,America,Upper middle income,2041251291.4432826,-1514987813.5692737,526263477.8740089
2009,Ecuador,America,Upper middle income,834612403.6338634,-9906909073.829247,-9072296670.195383
2009,Egypt,Africa,Lower middle income,4175555576.0023174,-4069677764.9512177,105877811.05109978
2009,El Salvador,America,Lower middle income,1588017917.8305774,-1285292263.8001645,302725654.0304129
2009,Fiji,Oceania,Upper middle income,93121374.84528239,-32759438.21514199,60361936.6301404
2009,Gabon,Africa,Upper middle income,454899402.50827706,-483631860.4899515,-28732457.981674433
2009,Grenada,America,Upper middle income,49607142.2821641,-24914867.093115654,24692275.189048443
2009,Guatemala,America,Upper middle income,1684604281.159943,-842811225.4900205,841793055.6699226
2009,India,Asia,Lower middle income,13472407901.017517,-7672572532.176664,5799835368.840853
2009,Indonesia,Asia,Lower middle income,21907004449.43982,-12412130336.549965,9494874112.889854
2009,Iran,Asia,Lower middle income,354731346.43137985,-1421023130.3872354,-1066291783.9558556
2009,Iraq,Asia,Upper middle income,3512729014.515367,0.0,3512729014.515367
2009,Jamaica,America,Upper middle income,786516476.540773,-1666035054.3071852,-879518577.7664121
2009,Jordan,Asia,Upper middle income,2031866703.7741165,-806259162.0916961,1225607541.6824203
2009,Kazakhstan,Asia,Upper middle income,1122371778.0594356,-229789246.03328207,892582532.0261536
2009,Lebanon,Asia,Lower middle income,3132144332.102086,-3747431366.6476874,-615287034.5456014
2009,Lesotho,Africa,Lower middle income,165909073.87804306,-34188894.00951189,131720179.86853117
2009,Liberia,Africa,Low income,494521616.7185363,-25064205.966186903,469457410.75234944
2009,Maldives,Asia,Upper middle income,175842831.5694225,-74961305.00198802,100881526.56743449
2009,Mauritius,Africa,Upper middle income,329799092.03538394,-105307104.37105477,224491987.66432917
2009,Mexico,America,Upper middle income,33488622934.606743,-21987250903.592384,11501372031.014359
2009,Moldova,Europe,Upper middle income,330570241.1486553,-137859270.49867037,192710970.64998493
2009,Mongolia,Asia,Lower middle income,572451916.7423352,-150306320.00088492,422145596.7414503
2009,Montenegro,Europe,Upper middle income,330831071.0228556,-55853157.93070962,274977913.092146
2009,Morocco,Africa,Lower middle income,3901366060.624039,-1589943755.428916,2311422305.195123
2009,Nigeria,Africa,Lower middle income,1831421674.9256713,-450173719.4798747,1381247955.4457967
2009,North Macedonia,Europe,Upper middle income,567389016.1345494,-148719724.3938159,418669291.7407335
2009,Pakistan,Asia,Lower middle income,6404626456.148579,-3083608231.345106,3321018224.8034725
2009,Paraguay,America,Upper middle income,445887131.7378844,-424190171.555056,21696960.182828426
2009,Peru,America,Upper middle income,4579571300.106892,-3644685633.616992,934885666.4898996
2009,Philippines,Asia,Lower middle income,10350927992.152838,-8013112624.56502,2337815367.587818
2009,Serbia,Europe,Upper middle income,1542187087.9597287,-539473973.8257605,1002713114.1339682
2009,South Africa,Africa,Upper middle income,3333018046.377742,-3266679354.127147,66338692.250594616
2009,Sri Lanka,Asia,Lower middle income,2304621137.544534,-1091653218.885523,1212967918.6590111
2009,St. Lucia,America,Upper middle income,62000535.56380575,-61291080.039260045,709455.5245457068
2009,St. Vincent and the Grenadines,America,Upper middle income,41520680.03222536,-41617793.01539536,-97112.98316999525
2009,Suriname,America,Upper middle income,144865827.9341924,0.0,144865827.9341924
2009,Thailand,Asia,Upper middle income,2400035550.189811,-1303479620.3794718,1096555929.8103395
2009,Tunisia,Africa,Lower middle income,1476012234.851347,-1584938498.039484,-108926263.18813705
2009,Turkmenistan,Asia,Upper middle income,151875880.7134822,-250446920.42559305,-98571039.71211085
2009,Türkiye,Asia,Upper middle income,7421566369.495066,-7567572477.141173,-146006107.64610767
2009,Uzbekistan,Asia,Lower middle income,532415189.16518,-412193199.1076092,120221990.05757082
2009,Vietnam,Asia,Lower middle income,7880103181.170333,-2038651197.0217886,5841451984.148544
2010,Algeria,Africa,Lower middle income,287266003.5294018,-368415287.5991996,-81149284.06979781
2010,Angola,Africa,Lower middle income,5363108817.229997,-2867688102.9708886,2495420714.259108
2010,Argentina,America,Upper middle income,3700120242.0212383,-11981136224.596518,-8281015982.575279
2010,Armenia,Asia,Upper middle income,471289199.12132657,-74306713.39130795,396982485.7300186
2010,Azerbaijan,Asia,Upper middle income,1048439337.8736634,-370981898.9120091,677457438.9616543
2010,Belarus,Europe,Upper middle income,3304349260.102123,-695489364.843083,2608859895.25904
2010,Belize,America,Upper middle income,63300277.11511794,-121202472.0953636,-57902194.980245665
2010,Botswana,Africa,Upper middle income,192643572.11535987,-78844995.94141912,113798576.17394075
2010,Brazil,America,Upper middle income,15955843858.83112,-11524023774.820843,4431820084.010277
2010,Bulgaria,Europe,Upper middle income,340174744.75385934,-609728577.9480538,-269553833.1941945
2010,Colombia,America,Upper middle income,3478815065.350181,-3502551978.8199215,-23736913.46974039
2010,Congo Republic,Africa,Lower middle income,2276584169.0675645,-128679389.79424435,2147904779.27332
2010,Costa Rica,America,Upper middle income,1210877848.7956293,-680129008.1834481,530748840.6121812
2010,Cote d'Ivoire,Africa,Lower middle income,952095575.8602643,-496768456.10563666,455327119.75462765
2010,Dominica,America,Upper middle income,65525990.509409025,-19653228.575594183,45872761.93381484
2010,Dominican Republic,America,Upper middle income,2784920313.47899,-1367451497.5520663,1417468815.9269238
2010,Ecuador,America,Upper middle income,3256287326.006213,-1270928161.2797737,1985359164.7264395
2010,Egypt,Africa,Lower middle income,5594584798.00613,-3775444623.978181,1819140174.0279493
2010,El Salvador,America,Lower middle income,1899954654.1023207,-1120233207.4338331,779721446.6684875
2010,Fiji,Oceania,Upper middle income,115022847.74947225,-28100140.244122222,86922707.50535002
2010,Gabon,Africa,Upper middle income,611295680.394453,-464569777.8236562,146725902.57079685
2010,Grenada,America,Upper middle income,43980991.82958473,-31770106.475748625,12210885.353836108
2010,Guatemala,America,Upper middle income,1744995307.1521733,-824917179.210305,920078127.9418683
2010,India,Asia,Lower middle income,26072723481.80424,-6323233620.832245,19749489860.971996
2010,Indonesia,Asia,Lower middle income,15422859693.059011,-11367522940.105888,4055336752.953123
2010,Iran,Asia,Lower middle income,267064684.22735828,-927419276.2166531,-660354591.9892948
2010,Iraq,Asia,Upper middle income,2499879662.847013,0.0,2499879662.847013
2010,Jamaica,America,Upper middle income,1715401253.057601,-995323607.1590005,720077645.8986005
2010,Jordan,Asia,Upper middle income,2811989315.071415,-855754470.7806792,1956234844.2907357
2010,Kazakhstan,Asia,Upper middle income,1767351075.6223543,-336637647.4445869,1430713428.1777673
2010,Lebanon,Asia,Lower middle income,2235373116.8937845,-3187330709.9266376,-951957593.0328531
2010,Lesotho,Africa,Lower middle income,286921849.0511374,-25105240.04264036,261816609.00849703
2010,Liberia,Africa,Low income,1706168934.2085395,-6442386.003351094,1699726548.2051883
2010,Maldives,Asia,Upper middle income,226497329.23769438,-77520071.44828741,148977257.78940696
2010,Mauritius,Africa,Upper middle income,429895131.3786296,-82430308.92199188,347464822.45663774
2010,Mexico,America,Upper middle income,46469779098.70004,-21799476700.52136,24670302398.178684
2010,Moldova,Europe,Upper middle income,443548129.55337024,-106494240.8324159,337053888.72095436
2010,Mongolia,Asia,Lower middle income,344738639.3668468,-166607426.04498246,178131213.32186434
2010,Montenegro,Europe,Upper middle income,498050915.7671101,-104216617.84658504,393834297.9205251
2010,Morocco,Africa,Lower middle income,4347929195.162773,-1967878031.7120814,2380051163.4506917
2010,Nigeria,Africa,Lower middle income,2150091117.421061,-290560001.92797434,1859531115.4930868
2010,North Macedonia,Europe,Upper middle income,393886932.06224597,-176212123.25133926,217674808.8109067
2010,Pakistan,Asia,Lower middle income,5526792322.037538,-3573540313.1310616,1953252008.906476
